Timestamp,what class do you main,which do you prefer,do you like environmental hazards,which do you like better,what's better,halloween spells,do you like dustbowl,what do you consider the peak 100 player experience
12/6/2023 12:48:35,sniper,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,yes,"Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水
Super Idol的笑容
都没你的甜
八月正午的阳光
都没你耀眼
热爱105°C的你
滴滴清纯的蒸馏水"
12/6/2023 12:49:19,soldier,mid range,Yes,fighting frontline,enclosed spaces,bad,yes,one for all
12/6/2023 12:49:41,sniper,mid range,No,fighting frontline,open spaces,bad,no,ctf_doublecross
12/6/2023 12:50:07,medic,close quarters fighting,Yes,fighting frontline,open spaces,good,yes,ngl building 30 sentries on last is peak
12/6/2023 12:51:37,medic,mid range,No,fighting frontline,enclosed spaces,bad,yes,Buffing a team of gun spies so hard they actually cap a point. 
12/6/2023 12:52:18,pyro,close quarters fighting,Yes,pushing the flank,open spaces,bad,no,"The ability to engage in large scale combat(50v50/choke) and small scale(5v5/flank) with the ability to join them freely. Having multiple options on which engagement style you'd prefer without being forced into playing one style. Supporting your team through different aspects of play, whether that be Medic/ Dispenser/Mad Milk/Buff Banner.

SUGGESTION: IDK if its possible, but have some kind of PvE(robots?) style side objective that can give your team a Buff(Cart speed?)/access to a new flank route/Medi pack spawns/friendly skeletons would be a neat addition and allow teams to break stalemates and/or allow more inexperienced players to make an impact on the game state. "
12/6/2023 12:53:14,pyro,close quarters fighting,Yes,fighting frontline,open spaces,good,yes,"looking the sprays, talking to people, airblasting 5 rockets at once"
12/6/2023 12:55:02,engie,mid range,No,pushing the flank,enclosed spaces,bad,no,"Frankly I'm not sure, mostly just being amazed that it works
"
12/6/2023 12:55:19,soldier,close quarters fighting,Yes,fighting frontline,open spaces,good,no,having a back and fourth on turbine while trying to build engie nests in each other's intel rooms is peak
12/6/2023 12:55:48,soldier,close quarters fighting,No,pushing the flank,enclosed spaces,good,no,When an entire team manages to play together and somehow beat the odds.
12/6/2023 12:56:02,soldier,mid range,Yes,fighting frontline,open spaces,bad,yes,Coordinating with the team like a big war
12/6/2023 12:57:11,heavy,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,Uber to break past sentry nests
12/6/2023 12:57:48,engie,close quarters fighting,Yes,pushing the flank,open spaces,bad,yes,Engineer gaming
12/6/2023 12:57:50,medic,mid range,No,fighting frontline,open spaces,bad,yes,chill :D UwU <3
12/6/2023 12:58:45,spy,mid range,No,fighting frontline,open spaces,bad,no,UwU daddy shounic I love you pls keep up the good work <333
12/6/2023 12:59:45,soldier,close quarters fighting,Yes,fighting frontline,open spaces,good,yes,Team work. Like when everyone pushes together or just defending a point.
12/6/2023 13:00:16,heavy,close quarters fighting,Yes,fighting frontline,open spaces,bad,no,"Engineer Nesting

Is something about seeing the beauty in having an automated turret gunned equipped with not one, but 2 damage type. Those friendly neighbouring engineers distributing metal between their community is a fine sight, I tell you. And when those pesky little brat spies get incinerated by the good hearted pybro. Gash darn it, I love this strategy."
12/6/2023 13:01:01,medic,mid range,Yes,pushing the flank,enclosed spaces,good,yes,When the random uber or kritzkeig net you like 20 pts or sth holy shit
12/6/2023 13:01:39,demo,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,no,there not being any snipers
12/6/2023 13:02:06,engie,mid range,Yes,pushing the flank,enclosed spaces,bad,yes,caotic like autism just like me
12/6/2023 13:02:44,medic,mid range,Yes,pushing the flank,open spaces,bad,yes,"when a team is coordinated enough to fight multiple fronts, for example one through the main entry to a CP, another on the flank (dustbowl 3, bridge push and lower push).  the absolute best is when there's enough coordination between the squads to push in together and take the point; all too often an attacking team isn't coordinated and all 50 players try to face tank the well defended main route to the point."
12/6/2023 13:03:10,medic,mid range,No,fighting frontline,open spaces,bad,yes,"Building huge defenses with engineer and also coordinating wwI style land grabs into eventually winning the round (i.e go engie and push forward with a level 3, backed up by my team)"
12/6/2023 13:04:27,soldier,mid range,No,fighting frontline,open spaces,good,no,absolute madness. i hate dustbowl but sometimes we win.
12/6/2023 13:06:21,pyro,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,"When the enemy's frontline breaks, and we break through. Projectiles are flying, they are dying fast. (But then they respawn, and we are in stalemate 🥰)"
12/6/2023 13:07:58,demo,mid range,Yes,pushing the flank,open spaces,bad,yes,when we steamroll red on cp and destroy all their sentries on multi stage maps
12/6/2023 13:08:29,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,coordinating a dozen medics to uber simultaneously to push a point 
12/6/2023 13:11:15,spy,close quarters fighting,No,fighting frontline,open spaces,bad,yes,Not having to be on the losing team when the entire round is delayed but also being able to talk with a lot more people 
12/6/2023 13:11:17,scout,close quarters fighting,Yes,pushing the flank,open spaces,good,yes,breaking stalemates in any situation
12/6/2023 13:12:27,demo,mid range,Yes,pushing the flank,open spaces,bad,yes,"Pushing or protecting flanks, being able to whittle at the enemy or shut them down if they aren't paying attention or coordinating across different routes "
12/6/2023 13:14:34,engie,close quarters fighting,Yes,pushing the flank,open spaces,bad,yes,a MASSIVE and destructive push
12/6/2023 13:15:45,scout,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,Cap'in' the Intel in CTF after 268 Centuries
12/6/2023 13:20:01,sniper,long range,Yes,fighting frontline,open spaces,bad,no,"fighting on either side of a chokepoint that's viciously being attacked and held, any high-tension areas that are difficult to hold and attack, like the first cp on borneo, the trenches, first cave area, silos area, and last on swiftwater, and most of thunder mountain and barnblitz"
12/6/2023 13:24:54,soldier,close quarters fighting,No,pushing the flank,enclosed spaces,bad,yes,Idk sorry
12/6/2023 13:25:50,pyro,close quarters fighting,No,pushing the flank,open spaces,bad,yes,"pushing and conceding ground like dustbowl tunnels, just like ww1 trenches."
12/6/2023 13:26:20,heavy,close quarters fighting,No,fighting frontline,enclosed spaces,good,yes,yes
12/6/2023 13:26:22,soldier,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,yes,holding/pushes objectives or chokes is really fun because you can lose your ground so quickly if your team is not on top of it. the intensity of it makes these holds and pushes very engaging and rewarding
12/6/2023 13:34:33,medic,mid range,No,fighting frontline,open spaces,good,no,The sheer chaos is a refreshing experience.
12/6/2023 13:36:01,soldier,close quarters fighting,No,fighting frontline,enclosed spaces,bad,yes,firing a crit sticky or rocket at a group of 5 people
12/6/2023 13:38:13,soldier,mid range,Yes,fighting frontline,open spaces,bad,no,When everyone is running in at the same time 
12/6/2023 13:41:49,engie,mid range,Yes,fighting frontline,open spaces,good,yes,"the chaos, i love how nobody knows what is happening yet somehow everybody have fun"
12/6/2023 13:47:24,scout,close quarters fighting,Yes,pushing the flank,open spaces,good,yes,hearing all the funny noises when shooting at the choke point
12/6/2023 13:57:54,spy,mid range,No,pushing the flank,enclosed spaces,bad,no,team buff banner and amputator taunt while defending. used with air strike for best results (map with high skybox)
12/6/2023 14:04:05,soldier,mid range,No,fighting frontline,open spaces,good,yes,spacious enough to hold all the players while also still being chaotic
12/6/2023 14:04:42,engie,close quarters fighting,No,pushing the flank,open spaces,bad,no,WAR WAR WAR WAR WAR WAR 💥💣 
12/6/2023 14:09:02,pyro,mid range,No,pushing the flank,enclosed spaces,bad,yes,endless spam
12/6/2023 14:10:30,demo,mid range,Yes,fighting frontline,enclosed spaces,bad,yes,Breaking stale mates in turbine dominating the entire team since no one can counter the loose cannon and honestly taunting after every single kill. This server is better than any drug i have ever tried
12/6/2023 14:20:20,heavy,mid range,No,fighting frontline,open spaces,bad,no,don't ask me i thought peak 100p was pd_watergate
12/6/2023 14:20:30,pyro,close quarters fighting,No,fighting frontline,enclosed spaces,good,yes,spamming down a chokepoint 
12/6/2023 14:27:08,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,100 players makes the fights feel more epic and meaningful.
12/6/2023 14:49:30,scout,close quarters fighting,Yes,pushing the flank,open spaces,good,yes,I like randomly shooting off a cowmangler charge shot and managing to hit 20 people with it 
12/6/2023 15:03:37,engie,close quarters fighting,Yes,fighting frontline,open spaces,good,no,Healing more than a medic with one dispenser
12/6/2023 15:04:53,engie,close quarters fighting,No,pushing the flank,open spaces,bad,yes,"When we have one guy who pretends to be a US Civil War general, yelling at us to “affix bayonets!” and “Charge!” with melee, all while we get slaughtered. Also funny sprays."
12/6/2023 15:07:07,soldier,mid range,No,fighting frontline,open spaces,bad,no,any koth map that's open enough for scouts and spies to have a reasonable impact; any time a bunch of medics on both sides synchronize all their ubers and smash into each other while the non-ubered players disintegrate around them is pretty cool too
12/6/2023 15:15:27,soldier,mid range,No,fighting frontline,enclosed spaces,good,no,a random Crocket killing 20 people
12/6/2023 15:16:56,engie,close quarters fighting,Yes,pushing the flank,open spaces,good,no,massive conga line spanning the whole map. make it possible.
12/6/2023 15:19:09,soldier,close quarters fighting,No,fighting frontline,open spaces,good,no,spamming rockets down the frontlines
12/6/2023 15:33:46,soldier,mid range,Yes,pushing the flank,open spaces,bad,yes,The peak 100 player experience is getting 30 kills with a kritz and you think you broke through and then the other 20 players all pile you
12/6/2023 15:41:14,medic,mid range,Yes,pushing the flank,open spaces,bad,yes,"Getting a tele up in a flank and having 30 people just appear behind the enemy and wipe them. I might be a medic main, but by god is ninjaneer fun on 100 player."
12/6/2023 15:47:43,engie,mid range,Yes,pushing the flank,enclosed spaces,good,yes,Although lacking at times I guess I'm fascinated by the scale of group coordination and teamwork
12/6/2023 15:48:52,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,yes,Tower Defense Simulator
12/6/2023 15:59:00,medic,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,no,Being able spam without thinking and still contributing 
12/6/2023 16:00:53,scout,mid range,Yes,pushing the flank,open spaces,bad,yes,high scale battles focused on the main route with the occasional burst of action from the flanks
12/6/2023 16:15:59,soldier,mid range,Yes,pushing the flank,enclosed spaces,bad,no,coordinating Ubers to break the 40 sentries on the last point
12/6/2023 16:38:24,soldier,close quarters fighting,Yes,fighting frontline,enclosed spaces,bad,yes,no niggers in the server
12/6/2023 16:43:49,heavy,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,mowing down 15 people at once with krits minigun and failing to break through the defense
12/6/2023 16:43:54,demo,close quarters fighting,Yes,pushing the flank,enclosed spaces,bad,yes,WW1 nightmarish projectile spam and suicidal charges  
12/6/2023 16:56:04,scout,close quarters fighting,No,fighting frontline,open spaces,bad,yes,"i mainly play medic on the trenches because of 300 ping, but i greatly enjoy holding dustbowl last at the front, on top of the 3 tunnels. Dispensing heals to top off the troops health and watching it all play out below me is 100% skill, much gameplay, trust me.
On the offense, i enjoy the moment when we push as a team, and everyone walks forward to overwhelm red. Either by enough people throwing themselves at the point or a coordinated multi uber push, its always great to be a part of it when it happens.
The peak 100 player experience is also when you get headshot from across the map and the sniper presses G. "
12/6/2023 17:09:55,heavy,mid range,Yes,pushing the flank,enclosed spaces,bad,yes,Crushing the enemy team and making them weep bitter tears of sorrow
12/6/2023 17:12:41,engie,mid range,Yes,pushing the flank,open spaces,bad,no,cordinating with team to secure the flank
12/6/2023 17:17:43,pyro,close quarters fighting,No,pushing the flank,open spaces,bad,no,"I do not know what I decide is peak 100 players.
But peak TF2 is PASS Time."
12/6/2023 17:18:44,engie,mid range,Yes,pushing the flank,open spaces,good,no,My game crashing
12/6/2023 17:20:02,pyro,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,yes,I would say the peek trenches is on double cross when one team holds the bridge and the other is fighting for control
12/6/2023 17:30:50,soldier,close quarters fighting,No,pushing the flank,open spaces,bad,no,coordinating 6 medics to uber at the same time to push out of dustbowl 2nd 1st then onto 2nd at the last possible minutes and doing it again on 3rd.
12/6/2023 17:42:50,scout,close quarters fighting,No,pushing the flank,enclosed spaces,bad,yes,going 1vseveral and coming out alive
12/6/2023 17:49:22,soldier,close quarters fighting,Yes,pushing the flank,open spaces,bad,yes,"peak trenches is the ctf_turbine corner standoff for 45 minutes straight. Also doublecross, for some reason both (why is there two of them in rotation??)"
12/6/2023 18:10:12,medic,mid range,Yes,pushing the flank,open spaces,good,no,"When there is enough chaos that people begin to act and feel more like 2010 esque players who have no fuckin clue what's going on, as opposed to the somewhat ""solved"" modern tf2 strategy feels like"
12/6/2023 18:17:16,scout,mid range,Yes,fighting frontline,open spaces,bad,no,Enough to do for every class and playstyle 
12/6/2023 18:24:54,soldier,mid range,Yes,pushing the flank,open spaces,bad,no,ubering enemy spies on turbine
12/6/2023 18:29:19,engie,mid range,Yes,pushing the flank,open spaces,good,yes,"good gameplay
"
12/6/2023 18:58:48,pyro,close quarters fighting,No,pushing the flank,enclosed spaces,bad,no,100 player 2fort
12/6/2023 19:07:14,sniper,close quarters fighting,Yes,pushing the flank,open spaces,bad,yes,Special control point maps (or large maps in general) like standin being able to accommodate simultaneous fights on all points at the same time
12/6/2023 19:12:42,soldier,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,no,trying to coordinate with the team like a big war
12/6/2023 20:27:41,medic,mid range,Yes,fighting frontline,enclosed spaces,bad,yes,"Pushing through dustbowl and steel with proper map knowledge, map control and timing to push. Win as attacker in dustbowl and steel."
12/6/2023 20:48:28,engie,mid range,No,fighting frontline,open spaces,bad,yes,Infiltrating enemy backlines and finding an area no one goes to and placing a teleporter (ninjaneering)
12/6/2023 21:02:59,engie,close quarters fighting,Yes,pushing the flank,open spaces,good,yes,finding the weak spot in enemy lines and focusing fire there (usually the flank)
12/6/2023 22:31:03,pyro,mid range,Yes,pushing the flank,open spaces,bad,yes,"little choke areas on push the cart where absolute crazy shit is happening in that one area, peak."
12/6/2023 22:31:09,medic,mid range,Yes,fighting frontline,open spaces,bad,no,"a huge line of 50 players meeting face-to-face with another huge line of 50 players, fighting back and forth"
12/7/2023 3:03:11,medic,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,yes,"Every part of the map getting some use, even the weird side areas that nobody visits normally
"
12/7/2023 5:02:35,pyro,close quarters fighting,No,pushing the flank,enclosed spaces,good,yes,the massive horde rush of the entire attacking team near the end of the round
12/7/2023 6:31:50,demo,mid range,Yes,pushing the flank,enclosed spaces,good,yes,pushing hard as any class with crits gives me dopamine levels i'll never recover from (especially phlog crits with uber in turbine vents)
12/7/2023 7:38:22,demo,mid range,Yes,pushing the flank,open spaces,good,yes,"when we push through the enemy's 25 sentries at the last payload checkpoint with 5 Ubers and 3 Kritz simultaneously with decent coordination, instead of having them spread out over the entire round, just as a bonus fighting tool."
12/7/2023 8:37:22,engie,close quarters fighting,Yes,fighting frontline,enclosed spaces,good,yes,"A true war. I'm still getting flashbacks from there, and it's terrifying..."
12/7/2023 9:32:36,engie,mid range,No,fighting frontline,open spaces,good,yes,Holding the last point against an army single handedly
12/7/2023 12:11:03,medic,long range,Yes,pushing the flank,open spaces,good,no,coordinating big pushes to break through fortified defenses; needing to use ubers and phlogs and banners to overcome like 15 sentries and being rewarded for that.
12/7/2023 12:45:28,spy,mid range,Yes,fighting frontline,open spaces,bad,yes,Chaos
12/7/2023 13:15:29,medic,mid range,Yes,fighting frontline,enclosed spaces,good,no,explosions
12/7/2023 13:40:41,pyro,close quarters fighting,No,pushing the flank,open spaces,bad,yes,trying to play pyro.. 50 engineer on enemy team.. weep
12/7/2023 14:45:55,heavy,mid range,No,fighting frontline,enclosed spaces,bad,yes,pushing upward chokepoint with 3 medics up my ass
12/7/2023 15:46:48,demo,mid range,No,pushing the flank,open spaces,good,yes,going spy and going trough the entire enemy backlines to see how long it takes them to find me
12/7/2023 17:24:12,demo,mid range,Yes,fighting frontline,open spaces,bad,yes,coordinating with the team to break through
12/7/2023 18:00:09,scout,close quarters fighting,Yes,pushing the flank,open spaces,bad,no,engineer gaming on last 
12/7/2023 22:27:50,scout,close quarters fighting,Yes,pushing the flank,enclosed spaces,good,no,Getting deleted randomly because I decided the candy cane was a good idea
12/12/2023 16:09:44,demo,mid range,Yes,fighting frontline,enclosed spaces,good,yes,uolke6ujdy
